fpr,tpr,tpr_std
0.0001,0.0,0.0
0.00010092621909870473,0.004966666666666667,0.0
0.00010186101701559753,0.004966666666666667,0.0
0.00010280447320933097,0.004966666666666667,0.0
0.00010375666787451859,0.004966666666666667,0.0
0.00010471768194855202,0.004966666666666667,0.0
0.0001056875971184804,0.004966666666666667,0.0
0.00010666649582795387,0.004966666666666667,0.0
0.00010765446128423159,0.004966666666666667,0.0
0.00010865157746525384,0.004966666666666667,0.0
0.00010965792912678099,0.004966666666666667,0.0
0.00011067360180959734,0.004966666666666667,0.0
0.00011169868184678226,0.004966666666666667,0.0
0.00011273325637104872,0.004966666666666667,0.0
0.00011377741332214914,0.004966666666666667,0.0
0.00011483124145435111,0.004966666666666667,0.0
0.00011589483034398106,0.004966666666666667,0.0
0.00011696827039703847,0.004966666666666667,0.0
0.00011805165285688056,0.004966666666666667,0.0
0.0001191450698119776,0.004966666666666667,0.0
0.00012024861420374123,0.004966666666666667,0.0
0.00012136237983442405,0.004966666666666667,0.0
0.00012248646137509307,0.004966666666666667,0.0
0.00012362095437367691,0.004966666666666667,0.0
0.00012476595526308696,0.004966666666666667,0.0
0.0001259215613694151,0.004966666666666667,0.0
0.0001270878709202058,0.004966666666666667,0.0
0.000128264983052806,0.004966666666666667,0.0
0.0001294529978227916,0.004966666666666667,0.0
0.00013065201621247213,0.004966666666666667,0.0
0.00013186214013947485,0.004966666666666667,0.0
0.00013308347246540747,0.004966666666666667,0.0
0.00013431611700460153,0.007,0.0
0.0001355601785329369,0.007,0.0
0.0001368157627967472,0.007,0.0
0.00013808297652180923,0.007,0.0
0.0001393619274224142,0.007,0.0
0.00014065272421052364,0.007,0.0
0.00014195547660501016,0.007,0.0
0.0001432702953409831,0.007,0.0
0.00014459729217920195,0.007,0.0
0.00014593657991557562,0.007,0.0
0.00014728827239075018,0.007,0.0
0.0001486524844997857,0.007,0.0
0.00015002933220192182,0.007,0.0
0.0001514189325304352,0.007,0.0
0.00015282140360258693,0.007,0.0
0.0001542368646296629,0.007,0.0
0.00015566543592710622,0.007,0.0
0.00015710723892474503,0.007,0.0
0.00015856239617711372,0.007,0.0
0.00016003103137387001,0.007,0.0
0.00016151326935030913,0.007,0.0
0.0001630092360979741,0.007,0.0
0.00016451905877536624,0.007,0.0
0.00016604286571875296,0.007,0.0
0.0001675807864530767,0.0077666666666666665,0.0
0.00016913295170296487,0.0077666666666666665,0.0
0.0001706994934038408,0.0077666666666666665,0.0
0.0001722805447131394,0.0077666666666666665,0.0
0.00017387624002162505,0.0077666666666666665,0.0
0.00017548671496481503,0.0077666666666666665,0.0
0.00017711210643450888,0.0077666666666666665,0.0
0.00017875255259042355,0.0077666666666666665,0.0
0.00018040819287193827,0.0077666666666666665,0.0
0.00018207916800994624,0.0077666666666666665,0.0
0.00018376562003881704,0.0077666666666666665,0.0
0.00018546769230846994,0.0077666666666666665,0.0
0.00018718552949655793,0.0077666666666666665,0.0
0.00018891927762076664,0.0077666666666666665,0.0
0.0001906690840512252,0.0077666666666666665,0.0
0.00019243509752303302,0.0077666666666666665,0.0
0.00019421746814890265,0.0077666666666666665,0.0
0.00019601634743191858,0.0077666666666666665,0.0
0.00019783188827841644,0.0077666666666666665,0.0
0.00019966424501097934,0.0077666666666666665,0.0
0.00020151357338155586,0.007966666666666667,0.0
0.0002033800305846982,0.007966666666666667,0.0
